qid	query	docid	docno	rank	score
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	1170	1171	262	4.3453884718666025
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	1395	1396	263	4.315366427739773
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	576	577	264	4.314634529613496
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	1251	1252	265	4.3063454281339855
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	723	724	266	4.2867458168656105
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	394	395	267	4.281204771583813
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	1269	1270	268	4.274903276397332
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	1277	1278	269	4.271172571546158
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	940	941	270	4.258997024929235
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	1177	1178	271	4.252373899402789
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	677	678	272	4.251846386148389
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	24	25	273	4.247868138657432
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	635	636	274	4.247584436569376
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	581	582	275	4.244592032002647
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	564	565	276	4.24368993861324
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	1148	1149	277	4.23656962150227
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	570	571	278	4.22885331062831
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	1310	1311	279	4.224971954337058
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	604	605	280	4.222133807234906
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	958	959	281	4.221762621793991
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	1219	1220	282	4.211233766581356
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	1111	1112	283	4.204511355490458
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	1122	1123	284	4.193415019349584
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	823	824	285	4.191395471338619
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	539	540	286	4.182075444680737
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	1186	1187	287	4.178201598812037
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	563	564	288	4.177064073200231
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	38	39	289	4.171395020852877
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	433	434	290	4.142105745276831
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	62	63	291	4.129566969793428
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	901	902	292	4.119752846157142
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	495	496	293	4.112903501578505
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	196	197	294	4.092788179811919
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	122	123	295	4.085128307648153
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	598	599	296	4.08392375453754
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	0	1	297	4.059679862899981
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	1354	1355	298	4.043346626639085
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	1230	1231	299	4.042795557644261
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	557	558	300	4.035773445916724
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	125	126	301	4.026059943023169
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	537	538	302	4.0198960040120735
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	983	984	303	4.0136540066144875
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	1328	1329	304	4.009694864712279
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	740	741	305	4.000812692738983
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	703	704	306	3.9989885753468313
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	1068	1069	307	3.9987026893194053
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	57	58	308	3.997579608536337
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	957	958	309	3.9857763840569556
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	5	6	310	3.9556268982236813
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	1102	1103	311	3.9556268982236813
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	468	469	312	3.9526959431230515
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	1154	1155	313	3.941161452828691
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	1393	1394	314	3.9320986126903095
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	806	807	315	3.9298134884848634
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	953	954	316	3.9156491951646215
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	1105	1106	317	3.912213222704012
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	1394	1395	318	3.911075417403575
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	996	997	319	3.9107140682961097
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	686	687	320	3.8966758868634934
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	130	131	321	3.8917887291990954
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	211	212	322	3.879423586807008
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	136	137	323	3.879149055996038
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	811	812	324	3.850113671299971
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	769	770	325	3.8486156775355687
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	306	307	326	3.8304952366768985
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	54	55	327	3.8162239048959266
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	74	75	328	3.8114718993469983
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	240	241	329	3.79489887110326
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	308	309	330	3.7913918512973748
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	900	901	331	3.7721667069773908
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	1281	1282	332	3.7634013078952444
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	568	569	333	3.7515457397205747
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	670	671	334	3.7423649153235434
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	430	431	335	3.739581028690497
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	422	423	336	3.7381061158387525
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	922	923	337	3.7318932539089773
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	653	654	338	3.7299142897814916
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	742	743	339	3.7170350208637597
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	596	597	340	3.710415244986032
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	1305	1306	341	3.7002283561444296
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	626	627	342	3.688175172147746
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	1306	1307	343	3.678709337630157
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	614	615	344	3.6774543488627947
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	200	201	345	3.675832612587708
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	832	833	346	3.6757343830595555
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	1125	1126	347	3.670846811926523
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	586	587	348	3.651773887130452
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	432	433	349	3.6507851756138763
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	1145	1146	350	3.648553216519219
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	963	964	351	3.6483081074400405
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	94	95	352	3.626449602609319
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	1259	1260	353	3.626449602609319
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	342	343	354	3.6072316631516177
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	763	764	355	3.5953067193404373
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	201	202	356	3.5850597529501784
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	1209	1210	357	3.5768403305042864
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	1335	1336	358	3.572646311164986
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	1239	1240	359	3.559157311293783
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	169	170	360	3.5502797579706353
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	644	645	361	3.5450235886766555
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	556	557	362	3.537929069920016
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	1291	1292	363	3.5328685514846074
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	310	311	364	3.5238659013258644
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	751	752	365	3.4936975066162628
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	933	934	366	3.4889396690883627
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	519	520	367	3.488573323877472
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	1077	1078	368	3.4854371106721542
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	416	417	369	3.4851380481567715
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	807	808	370	3.477448213679968
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	254	255	371	3.467790557494302
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	107	108	372	3.4546522839291267
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	722	723	373	3.4358352395861242
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	369	370	374	3.4310509916187
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	1276	1277	375	3.420635207211317
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	599	600	376	3.41883867053252
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	501	502	377	3.4111887500541878
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	166	167	378	3.39747976099458
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	1007	1008	379	3.392204716081511
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	603	604	380	3.391272014822252
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	195	196	381	3.389118029861064
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	305	306	382	3.3739560584232833
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	838	839	383	3.3558138599780123
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	1208	1209	384	3.352538037978686
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	973	974	385	3.334777889063944
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	349	350	386	3.333386425790948
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	481	482	387	3.323370676126987
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	111	112	388	3.3218192878305466
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	202	203	389	3.3196066454763153
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	829	830	390	3.31437655417276
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	1268	1269	391	3.312834640494451
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	960	961	392	3.309542118228361
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	612	613	393	3.3055258250133392
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	1081	1082	394	3.295240244468819
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	1313	1314	395	3.2908180561460894
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	351	352	396	3.286532457061554
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	242	243	397	3.2786895937216576
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	452	453	398	3.2749756961043164
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	388	389	399	3.2589044095889728
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	1368	1369	400	3.2548261381995633
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	258	259	401	3.2440087767428216
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	441	442	402	3.230190579713297
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	1374	1375	403	3.2207509666674863
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	1357	1358	404	3.2128109400759244
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	964	965	405	3.188085483841949
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	845	846	406	3.1863459883729552
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	1356	1357	407	3.1840654045351346
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	1114	1115	408	3.167187006577204
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	244	245	409	3.165642496898779
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	90	91	410	3.1654615751475315
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	615	616	411	3.1654615751475315
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	786	787	412	3.1654615751475315
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	460	461	413	3.1605676428039433
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	1292	1293	414	3.155829689396823
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	504	505	415	3.152171912788919
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	565	566	416	3.14652399499555
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	629	630	417	3.1464821384485315
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	1168	1169	418	3.1464155311908355
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	937	938	419	3.1439327857335515
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	80	81	420	3.139312411419356
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	375	376	421	3.129924732976374
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	771	772	422	3.1291960846232945
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	164	165	423	3.1259330736854736
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	549	550	424	3.107323593616097
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	338	339	425	3.1054537273233396
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	231	232	426	3.1021517455419834
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	846	847	427	3.100722439455332
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	534	535	428	3.096545188886298
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	1190	1191	429	3.092641258567955
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	459	460	430	3.0891707257870507
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	353	354	431	3.0788004937864826
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	412	413	432	3.0654138429587245
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	918	919	433	3.056338123023626
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	154	155	434	3.053854178260723
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	184	185	435	3.050497214503292
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	73	74	436	3.042446544546708
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	774	775	437	3.0347282961690327
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	678	679	438	3.0338979383804228
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	789	790	439	3.0301376291529776
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	679	680	440	3.0290197627331086
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	727	728	441	3.018807441015734
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	609	610	442	3.0034139933385067
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	884	885	443	3.001243460717639
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	93	94	444	2.9974411991607237
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	325	326	445	2.9964004703835196
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	328	329	446	2.9828487172492117
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	657	658	447	2.9726363317036846
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	1249	1250	448	2.967764989672924
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	467	468	449	2.954193631412555
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	913	914	450	2.95109680752163
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	684	685	451	2.9508876600242457
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	893	894	452	2.9452763837271707
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	538	539	453	2.934627831940123
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	1233	1234	454	2.932481849685643
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	40	41	455	2.918348356769446
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	165	166	456	2.9181605467453493
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	1397	1398	457	2.9105147062588936
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	607	608	458	2.9083939187477172
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	1217	1218	459	2.9051280778164292
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	347	348	460	2.901293023836893
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	1133	1134	461	2.899229185855524
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	1246	1247	462	2.896029390969159
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	260	261	463	2.8830011071732873
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	1215	1216	464	2.8783440129728612
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	490	491	465	2.873364433994312
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	250	251	466	2.867962367580305
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	1245	1246	467	2.856049697110629
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	785	786	468	2.8544454165791744
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	965	966	469	2.836073621111482
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	98	99	470	2.8339454261808887
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	7	8	471	2.8331561881138896
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	1263	1264	472	2.823468274453157
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	219	220	473	2.821278391613382
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	151	152	474	2.8143348310249308
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	444	445	475	2.8073043591394087
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	1002	1003	476	2.804164485334887
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	593	594	477	2.797438642252103
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	770	771	478	2.796275193265197
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	1211	1212	479	2.795896248043585
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	493	494	480	2.786556605701894
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	662	663	481	2.776761080473853
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	303	304	482	2.767367442757455
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	520	521	483	2.76545953621216
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	50	51	484	2.763924119570213
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	255	256	485	2.76382240472941
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	741	742	486	2.7530117359340833
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	1080	1081	487	2.7519602991758774
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	491	492	488	2.7514204201248256
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	998	999	489	2.7509793602325083
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	463	464	490	2.74160424150726
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	826	827	491	2.736759380828294
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	541	542	492	2.735012851411898
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	333	334	493	2.733998758461092
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	989	990	494	2.728556049433593
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	1238	1239	495	2.726477260546769
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	78	79	496	2.724340050391999
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	1156	1157	497	2.719081832881474
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	411	412	498	2.7138476221753285
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	1176	1177	499	2.702644508654285
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	1261	1262	500	2.696626153412242
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	434	435	501	2.693344106266863
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	69	70	502	2.6904808297992098
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	843	844	503	2.685134673660923
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	1319	1320	504	2.684890856169904
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	945	946	505	2.6786984631372714
200	what agreement is found between theoretically predicted instability times and experimentally measured collapse times for compressed columns in creep	229	230	506	2.6774329412612907
